incident_id,datetime,road_code,road_name,direction,severity,incident_type,weather_related,clearance_minutes,speed_at_accident,volume_at_accident,density_at_accident,time_diff_minutes,hour,day_of_week,is_weekend,is_peak_hour,has_accident
ACC_2021_03722,2021-07-23 15:34:00,0015a,Maribor HC,Direction B,Minor,Rear-end collision,Yes,34,110.0,118,1.0727272727272728,26.0,15,4,0,0,1
ACC_2021_04269,2021-07-23 15:54:00,0015a,Maribor HC,Both,Minor,Rear-end collision,No,38,110.0,253,2.3,6.0,15,4,0,0,1
ACC_2021_04783,2021-07-23 23:12:00,0021,Ljubljana Ring,Direction A,Minor,Side collision,Yes,23,91.0,35,0.38461538461538464,12.0,23,4,0,0,1
ACC_2021_03658,2021-07-25 16:02:00,0021,Ljubljana Ring,Both,Minor,Rear-end collision,Yes,41,82.0,328,4.0,2.0,16,6,1,1,1
ACC_2021_02867,2021-07-27 08:44:00,0021,Ljubljana Ring,Both,Minor,Single vehicle accident,No,20,131.0,278,2.122137404580153,16.0,8,1,0,1,1
ACC_2021_04304,2021-07-27 15:04:00,0021,Ljubljana Ring,Direction A,Minor,Rear-end collision,No,55,115.0,108,0.9391304347826087,4.0,15,1,0,0,1
ACC_2021_03582,2021-07-29 17:14:00,0015a,Maribor HC,Both,Minor,Side collision,No,47,126.0,341,2.7063492063492065,14.0,17,3,0,1,1
ACC_2021_04480,2021-08-01 02:11:00,0021,Ljubljana Ring,Both,Minor,Rear-end collision,No,25,87.0,369,4.241379310344827,11.0,2,6,1,0,1
ACC_2021_05159,2021-08-01 07:58:00,0021,Ljubljana Ring,Direction B,Minor,Side collision,No,25,94.0,346,3.6808510638297873,2.0,7,6,1,1,1
ACC_2021_03288,2021-08-02 01:46:00,0015a,Maribor HC,Both,Minor,Single vehicle accident,No,29,123.0,324,2.6341463414634148,14.0,1,0,0,0,1
ACC_2021_02856,2021-08-02 05:38:00,0021,Ljubljana Ring,Both,Minor,Multi-vehicle accident,No,40,114.0,249,2.1842105263157894,22.0,5,0,0,0,1
ACC_2021_03139,2021-08-02 11:15:00,0021,Ljubljana Ring,Direction B,Minor,Side collision,Yes,45,114.0,196,1.719298245614035,15.0,11,0,0,0,1
ACC_2021_02560,2021-08-02 18:59:00,0021,Ljubljana Ring,Direction B,Major,Side collision,Yes,86,82.0,265,3.231707317073171,1.0,18,0,0,1,1
ACC_2021_04380,2021-08-03 08:09:00,0021,Ljubljana Ring,Both,Minor,Rear-end collision,No,50,101.0,401,3.9702970297029703,9.0,8,1,0,1,1
ACC_2021_03131,2021-08-06 14:17:00,0015a,Maribor HC,Direction B,Minor,Rear-end collision,No,42,89.0,233,2.6179775280898876,17.0,14,4,0,0,1
ACC_2021_04378,2021-08-06 18:37:00,0015a,Maribor HC,Direction A,Minor,Single vehicle accident,No,40,93.0,32,0.34408602150537637,23.0,18,4,0,1,1
ACC_2021_03345,2021-08-07 09:17:00,0021,Ljubljana Ring,Both,Minor,Rear-end collision,No,29,117.0,272,2.324786324786325,17.0,9,5,1,1,1
ACC_2021_03667,2021-08-09 08:34:00,0015a,Maribor HC,Direction A,Minor,Single vehicle accident,No,27,127.0,104,0.8188976377952756,26.0,8,0,0,1,1
ACC_2021_04343,2021-08-09 09:58:00,0015a,Maribor HC,Direction B,Minor,Rear-end collision,No,29,129.0,262,2.0310077519379846,2.0,9,0,0,1,1
ACC_2021_03132,2021-08-12 08:39:00,0015a,Maribor HC,Both,Minor,Rear-end collision,No,53,126.0,302,2.3968253968253967,21.0,8,3,0,1,1
ACC_2021_04161,2021-08-13 08:37:00,0021,Ljubljana Ring,Both,Minor,Side collision,No,28,121.0,409,3.3801652892561984,23.0,8,4,0,1,1
ACC_2021_04330,2021-08-13 09:13:00,0015a,Maribor HC,Both,Minor,Single vehicle accident,No,30,94.0,381,4.053191489361702,13.0,9,4,0,1,1
ACC_2021_03476,2021-08-14 03:06:00,0015a,Maribor HC,Direction A,Minor,Multi-vehicle accident,No,25,123.0,132,1.0731707317073171,6.0,3,5,1,0,1
ACC_2021_02992,2021-08-14 07:23:00,0015a,Maribor HC,Both,Minor,Rear-end collision,No,33,110.0,433,3.9363636363636365,23.0,7,5,1,1,1
ACC_2021_05222,2021-08-14 07:39:00,0021,Ljubljana Ring,Both,Minor,Single vehicle accident,Yes,23,135.0,175,1.2962962962962963,21.0,7,5,1,1,1
ACC_2021_05118,2021-08-14 14:50:00,0021,Ljubljana Ring,Direction B,Minor,Single vehicle accident,No,27,121.0,297,2.4545454545454546,10.0,14,5,1,0,1
ACC_2021_04057,2021-08-14 18:58:00,0015a,Maribor HC,Direction B,Minor,Side collision,No,48,103.0,256,2.4854368932038833,2.0,18,5,1,1,1
ACC_2021_03185,2021-08-15 14:58:00,0021,Ljubljana Ring,Direction B,Minor,Side collision,Yes,32,120.0,217,1.8083333333333333,2.0,14,6,1,0,1
ACC_2021_04750,2021-08-16 14:15:00,0015a,Maribor HC,Direction A,Minor,Rear-end collision,No,50,83.0,79,0.9518072289156626,15.0,14,0,0,0,1
ACC_2021_02661,2021-08-16 17:51:00,0021,Ljubljana Ring,Both,Major,Single vehicle accident,No,113,84.0,393,4.678571428571429,9.0,17,0,0,1,1
ACC_2021_04999,2021-08-17 14:13:00,0015a,Maribor HC,Direction A,Minor,Rear-end collision,No,59,115.0,53,0.4608695652173913,13.0,14,1,0,0,1
ACC_2021_03406,2021-08-18 17:14:00,0015a,Maribor HC,Direction B,Minor,Single vehicle accident,No,39,94.0,355,3.776595744680851,14.0,17,2,0,1,1
ACC_2021_02876,2021-08-19 07:05:00,0021,Ljubljana Ring,Direction B,Minor,Multi-vehicle accident,Yes,58,84.0,187,2.2261904761904763,5.0,7,3,0,1,1
ACC_2021_05073,2021-08-19 09:10:00,0021,Ljubljana Ring,Both,Minor,Rear-end collision,No,58,94.0,254,2.702127659574468,10.0,9,3,0,1,1
ACC_2021_03771,2021-08-20 14:50:00,0021,Ljubljana Ring,Direction A,Minor,Side collision,No,44,102.0,130,1.2745098039215685,10.0,14,4,0,0,1
ACC_2021_04940,2021-08-20 17:56:00,0015a,Maribor HC,Both,Minor,Side collision,No,60,101.0,349,3.4554455445544554,4.0,17,4,0,1,1
ACC_2021_05263,2021-08-22 11:01:00,0021,Ljubljana Ring,Direction B,Minor,Single vehicle accident,Yes,40,88.0,264,3.0,1.0,11,6,1,0,1
ACC_2021_03275,2021-08-23 14:14:00,0015a,Maribor HC,Direction A,Minor,Side collision,No,40,114.0,143,1.2543859649122806,14.0,14,0,0,0,1
ACC_2021_04001,2021-08-24 16:09:00,0021,Ljubljana Ring,Both,Minor,Side collision,No,35,81.0,323,3.9876543209876543,9.0,16,1,0,1,1
ACC_2021_03765,2021-08-25 15:43:00,0021,Ljubljana Ring,Direction A,Minor,Single vehicle accident,No,33,75.0,102,1.36,17.0,15,2,0,0,1
ACC_2021_03581,2021-08-25 15:44:00,0021,Ljubljana Ring,Both,Minor,Side collision,No,57,75.0,296,3.9466666666666668,16.0,15,2,0,0,1
ACC_2021_03553,2021-08-25 18:06:00,0021,Ljubljana Ring,Direction A,Minor,Rear-end collision,No,40,121.0,223,1.8429752066115703,6.0,18,2,0,1,1
ACC_2021_03186,2021-08-28 01:46:00,0021,Ljubljana Ring,Direction B,Minor,Side collision,No,46,121.0,242,2.0,14.0,1,5,1,0,1
ACC_2021_04522,2021-08-29 09:49:00,0021,Ljubljana Ring,Direction B,Minor,Side collision,No,50,110.0,285,2.590909090909091,11.0,9,6,1,1,1
ACC_2021_03763,2021-08-29 18:03:00,0021,Ljubljana Ring,Direction A,Minor,Rear-end collision,No,60,88.0,211,2.397727272727273,3.0,18,6,1,1,1
ACC_2021_02546,2021-08-30 09:00:00,0021,Ljubljana Ring,Direction A,Major,Rear-end collision,Yes,93,122.0,138,1.1311475409836065,0.0,9,0,0,1,1
ACC_2021_04630,2021-08-31 15:42:00,0021,Ljubljana Ring,Direction A,Minor,Rear-end collision,Yes,47,114.0,83,0.7280701754385965,18.0,15,1,0,0,1
ACC_2021_04493,2021-08-31 16:21:00,0021,Ljubljana Ring,Direction B,Minor,Side collision,No,30,114.0,219,1.9210526315789473,21.0,16,1,0,1,1
ACC_2021_03548,2021-09-01 11:03:00,0021,Ljubljana Ring,Direction B,Minor,Rear-end collision,No,51,111.0,320,2.8828828828828827,3.0,11,2,0,0,1
ACC_2021_03562,2021-09-03 08:06:00,0015a,Maribor HC,Direction A,Minor,Rear-end collision,No,51,127.0,147,1.1574803149606299,6.0,8,4,0,1,1
ACC_2021_04591,2021-09-03 18:31:00,0021,Ljubljana Ring,Both,Minor,Multi-vehicle accident,No,21,128.0,225,1.7578125,29.0,18,4,0,1,1
ACC_2021_02985,2021-09-04 07:01:00,0021,Ljubljana Ring,Direction A,Minor,Rear-end collision,No,25,111.0,97,0.8738738738738738,1.0,7,5,1,1,1
ACC_2021_03303,2021-09-04 07:54:00,0021,Ljubljana Ring,Direction A,Minor,Single vehicle accident,No,36,118.0,186,1.576271186440678,6.0,7,5,1,1,1
ACC_2021_03202,2021-09-04 07:59:00,0021,Ljubljana Ring,Direction B,Minor,Single vehicle accident,No,58,118.0,412,3.4915254237288136,1.0,7,5,1,1,1
ACC_2021_03240,2021-09-04 16:18:00,0021,Ljubljana Ring,Both,Minor,Side collision,No,32,109.0,356,3.2660550458715596,18.0,16,5,1,1,1
ACC_2021_04163,2021-09-05 14:48:00,0021,Ljubljana Ring,Both,Minor,Rear-end collision,No,28,86.0,326,3.7906976744186047,12.0,14,6,1,0,1
ACC_2021_04359,2021-09-05 15:30:00,0021,Ljubljana Ring,Direction B,Minor,Rear-end collision,No,34,86.0,200,2.3255813953488373,30.0,15,6,1,0,1
ACC_2021_04206,2021-09-06 08:35:00,0021,Ljubljana Ring,Direction B,Minor,Rear-end collision,No,42,85.0,139,1.6352941176470588,25.0,8,0,0,1,1
ACC_2021_05131,2021-09-06 09:02:00,0021,Ljubljana Ring,Direction B,Minor,Single vehicle accident,No,57,85.0,139,1.6352941176470588,2.0,9,0,0,1,1
ACC_2021_03925,2021-09-06 13:48:00,0015b,Maribor HC,Both,Minor,Side collision,No,34,80.0,204,2.55,12.0,13,0,0,0,1
ACC_2021_05250,2021-09-06 15:17:00,0021,Ljubljana Ring,Direction A,Minor,Single vehicle accident,No,37,104.0,111,1.0673076923076923,17.0,15,0,0,0,1
ACC_2021_04542,2021-09-06 16:50:00,0021,Ljubljana Ring,Direction A,Minor,Rear-end collision,Yes,29,99.0,175,1.7676767676767677,10.0,16,0,0,1,1
ACC_2021_03740,2021-09-08 08:07:00,0021,Ljubljana Ring,Direction B,Minor,Rear-end collision,No,39,89.0,303,3.404494382022472,7.0,8,2,0,1,1
ACC_2021_04902,2021-09-09 02:40:00,0021,Ljubljana Ring,Direction A,Minor,Rear-end collision,Yes,46,139.0,101,0.7266187050359713,20.0,2,3,0,0,1
ACC_2021_04452,2021-09-10 09:29:00,0021,Ljubljana Ring,Direction A,Minor,Side collision,No,43,92.0,41,0.44565217391304346,29.0,9,4,0,1,1
ACC_2021_04515,2021-09-10 14:08:00,0021,Ljubljana Ring,Direction A,Minor,Rear-end collision,Yes,58,98.0,147,1.5,8.0,14,4,0,0,1
ACC_2021_03686,2021-09-12 06:05:00,0021,Ljubljana Ring,Direction A,Minor,Side collision,No,29,107.0,137,1.280373831775701,5.0,6,6,1,0,1
ACC_2021_03485,2021-09-13 07:51:00,0021,Ljubljana Ring,Direction A,Minor,Single vehicle accident,No,29,92.0,102,1.108695652173913,9.0,7,0,0,1,1
ACC_2021_03164,2021-09-13 11:45:00,0021,Ljubljana Ring,Direction A,Minor,Rear-end collision,Yes,22,121.0,131,1.0826446280991735,15.0,11,0,0,0,1
ACC_2021_03580,2021-09-14 07:07:00,0021,Ljubljana Ring,Direction A,Minor,Side collision,No,24,90.0,54,0.6,7.0,7,1,0,1,1
ACC_2021_03787,2021-09-14 08:43:00,0021,Ljubljana Ring,Both,Minor,Side collision,No,20,112.0,349,3.1160714285714284,17.0,8,1,0,1,1
ACC_2021_04364,2021-09-14 16:53:00,0021,Ljubljana Ring,Direction A,Minor,Side collision,No,54,91.0,69,0.7582417582417582,7.0,16,1,0,1,1
ACC_2021_03833,2021-09-16 08:47:00,0015a,Maribor HC,Direction A,Minor,Rear-end collision,Yes,22,117.0,136,1.1623931623931625,13.0,8,3,0,1,1
ACC_2021_04291,2021-09-17 08:25:00,0021,Ljubljana Ring,Direction B,Minor,Side collision,No,34,125.0,359,2.872,25.0,8,4,0,1,1
ACC_2021_03742,2021-09-18 17:48:00,0015a,Maribor HC,Both,Minor,Single vehicle accident,No,53,98.0,218,2.2244897959183674,12.0,17,5,1,1,1
ACC_2021_02809,2021-09-19 03:59:00,0021,Ljubljana Ring,Direction B,Minor,Side collision,No,38,119.0,266,2.235294117647059,1.0,3,6,1,0,1
ACC_2021_04766,2021-09-20 09:26:00,0015b,Maribor HC,Direction A,Minor,Side collision,No,59,76.0,50,0.6578947368421053,26.0,9,0,0,1,1
ACC_2021_05059,2021-09-20 10:20:00,0021,Ljubljana Ring,Both,Minor,Rear-end collision,No,20,105.0,339,3.2285714285714286,20.0,10,0,0,0,1
ACC_2021_03909,2021-09-20 22:45:00,0021,Ljubljana Ring,Direction B,Minor,Rear-end collision,No,56,87.0,183,2.103448275862069,15.0,22,0,0,0,1
ACC_2021_03189,2021-09-22 07:42:00,0015a,Maribor HC,Both,Minor,Single vehicle accident,No,52,110.0,525,4.7727272727272725,18.0,7,2,0,1,1
ACC_2021_03819,2021-09-23 08:42:00,0015a,Maribor HC,Both,Minor,Multi-vehicle accident,No,31,140.0,353,2.5214285714285714,18.0,8,3,0,1,1
ACC_2021_02747,2021-09-23 09:54:00,0021,Ljubljana Ring,Direction B,Minor,Single vehicle accident,Yes,22,90.0,318,3.533333333333333,6.0,9,3,0,1,1
ACC_2021_04225,2021-09-24 07:29:00,0021,Ljubljana Ring,Direction B,Minor,Single vehicle accident,No,44,88.0,380,4.318181818181818,29.0,7,4,0,1,1
ACC_2021_05235,2021-09-24 08:45:00,0021,Ljubljana Ring,Direction B,Minor,Side collision,No,48,88.0,122,1.3863636363636365,15.0,8,4,0,1,1
ACC_2021_04416,2021-09-24 16:13:00,0021,Ljubljana Ring,Direction A,Minor,Single vehicle accident,No,31,117.0,95,0.811965811965812,13.0,16,4,0,1,1
ACC_2021_03005,2021-09-24 18:57:00,0021,Ljubljana Ring,Both,Minor,Single vehicle accident,No,59,96.0,251,2.6145833333333335,3.0,18,4,0,1,1
ACC_2021_04984,2021-09-25 07:25:00,0015a,Maribor HC,Direction B,Minor,Side collision,Yes,58,119.0,286,2.403361344537815,25.0,7,5,1,1,1
ACC_2021_03262,2021-09-25 14:13:00,0021,Ljubljana Ring,Both,Minor,Multi-vehicle accident,No,59,128.0,243,1.8984375,13.0,14,5,1,0,1
ACC_2021_03572,2021-09-25 18:58:00,0021,Ljubljana Ring,Both,Minor,Single vehicle accident,No,28,96.0,209,2.1770833333333335,2.0,18,5,1,1,1
ACC_2021_04053,2021-09-26 05:07:00,0015a,Maribor HC,Direction A,Minor,Rear-end collision,Yes,21,117.0,108,0.9230769230769231,7.0,5,6,1,0,1
ACC_2021_02993,2021-09-26 15:52:00,0021,Ljubljana Ring,Direction A,Minor,Multi-vehicle accident,No,30,89.0,56,0.6292134831460674,8.0,15,6,1,0,1
ACC_2021_03647,2021-09-28 16:11:00,0021,Ljubljana Ring,Both,Minor,Multi-vehicle accident,No,31,120.0,267,2.225,11.0,16,1,0,1,1
ACC_2021_03359,2021-09-28 18:40:00,0015a,Maribor HC,Direction B,Minor,Single vehicle accident,No,46,131.0,159,1.213740458015267,20.0,18,1,0,1,1
ACC_2021_04593,2021-10-01 08:48:00,0021,Ljubljana Ring,Direction B,Minor,Rear-end collision,Yes,30,93.0,102,1.096774193548387,12.0,8,4,0,1,1
ACC_2021_04913,2021-10-01 15:48:00,0021,Ljubljana Ring,Both,Minor,Rear-end collision,No,39,112.0,326,2.9107142857142856,12.0,15,4,0,0,1
ACC_2021_05243,2021-10-03 14:27:00,0021,Ljubljana Ring,Both,Minor,Rear-end collision,No,43,117.0,228,1.9487179487179487,27.0,14,6,1,0,1
ACC_2021_05275,2021-10-03 19:55:00,0021,Ljubljana Ring,Direction B,Minor,Rear-end collision,No,57,134.0,153,1.1417910447761195,5.0,19,6,1,0,1
ACC_2021_05227,2021-10-04 17:48:00,0021,Ljubljana Ring,Both,Minor,Rear-end collision,No,52,85.0,425,5.0,12.0,17,0,0,1,1
ACC_2021_04026,2021-10-05 07:37:00,0015a,Maribor HC,Direction B,Minor,Rear-end collision,No,26,88.0,267,3.034090909090909,23.0,7,1,0,1,1
ACC_2021_02793,2021-10-05 15:33:00,0021,Ljubljana Ring,Both,Minor,Side collision,No,42,81.0,243,3.0,27.0,15,1,0,0,1
ACC_2021_03593,2021-10-07 10:45:00,0021,Ljubljana Ring,Both,Minor,Single vehicle accident,No,51,102.0,336,3.2941176470588234,15.0,10,3,0,0,1
ACC_2021_04349,2021-10-09 09:03:00,0015a,Maribor HC,Direction B,Minor,Side collision,Yes,42,123.0,155,1.2601626016260163,3.0,9,5,1,1,1
ACC_2021_03598,2021-10-09 18:41:00,0021,Ljubljana Ring,Direction B,Minor,Multi-vehicle accident,Yes,49,81.0,281,3.4691358024691357,19.0,18,5,1,1,1
ACC_2021_04040,2021-10-10 14:42:00,0021,Ljubljana Ring,Direction B,Minor,Rear-end collision,No,56,126.0,187,1.4841269841269842,18.0,14,6,1,0,1
ACC_2021_04348,2021-10-10 15:48:00,0021,Ljubljana Ring,Both,Minor,Rear-end collision,No,31,90.0,378,4.2,12.0,15,6,1,0,1
ACC_2021_03818,2021-10-12 12:17:00,0015a,Maribor HC,Both,Minor,Side collision,No,57,107.0,354,3.308411214953271,17.0,12,1,0,0,1
ACC_2021_03661,2021-10-13 11:01:00,0021,Ljubljana Ring,Direction A,Minor,Rear-end collision,No,26,95.0,120,1.263157894736842,1.0,11,2,0,0,1
ACC_2021_05076,2021-10-13 14:03:00,0021,Ljubljana Ring,Direction B,Minor,Side collision,No,33,133.0,270,2.030075187969925,3.0,14,2,0,0,1
ACC_2021_03231,2021-10-14 17:59:00,0021,Ljubljana Ring,Both,Minor,Single vehicle accident,No,57,127.0,291,2.2913385826771653,1.0,17,3,0,1,1
ACC_2021_03206,2021-10-14 18:48:00,0015a,Maribor HC,Direction A,Minor,Side collision,No,49,123.0,143,1.1626016260162602,12.0,18,3,0,1,1
ACC_2021_04274,2021-10-15 18:49:00,0021,Ljubljana Ring,Direction B,Minor,Single vehicle accident,No,36,98.0,274,2.795918367346939,11.0,18,4,0,1,1
ACC_2021_04355,2021-10-15 23:33:00,0021,Ljubljana Ring,Both,Minor,Single vehicle accident,No,34,105.0,246,2.342857142857143,27.0,23,4,0,0,1
ACC_2021_04883,2021-10-16 18:03:00,0015a,Maribor HC,Direction B,Minor,Rear-end collision,Yes,42,75.0,317,4.226666666666667,3.0,18,5,1,1,1
ACC_2021_04439,2021-10-17 08:37:00,0015b,Maribor HC,Direction B,Minor,Single vehicle accident,No,47,110.0,195,1.7727272727272727,23.0,8,6,1,1,1
ACC_2021_04971,2021-10-17 08:53:00,0021,Ljubljana Ring,Direction B,Minor,Side collision,Yes,20,90.0,116,1.288888888888889,7.0,8,6,1,1,1
ACC_2021_02773,2021-10-18 17:28:00,0015a,Maribor HC,Both,Minor,Multi-vehicle accident,No,21,123.0,456,3.707317073170732,28.0,17,0,0,1,1
ACC_2021_04002,2021-10-19 15:21:00,0015a,Maribor HC,Both,Minor,Multi-vehicle accident,No,39,126.0,276,2.1904761904761907,21.0,15,1,0,0,1
ACC_2021_02518,2021-10-20 07:09:00,0021,Ljubljana Ring,Direction A,Major,Rear-end collision,No,119,93.0,151,1.6236559139784945,9.0,7,2,0,1,1
ACC_2021_05083,2021-10-20 08:15:00,0015a,Maribor HC,Both,Minor,Side collision,No,44,116.0,545,4.698275862068965,15.0,8,2,0,1,1
ACC_2021_02775,2021-10-20 17:49:00,0021,Ljubljana Ring,Direction A,Minor,Rear-end collision,No,56,101.0,117,1.1584158415841583,11.0,17,2,0,1,1
ACC_2021_04535,2021-10-21 08:14:00,0021,Ljubljana Ring,Both,Minor,Side collision,No,50,127.0,569,4.480314960629921,14.0,8,3,0,1,1
ACC_2021_03551,2021-10-21 14:03:00,0015a,Maribor HC,Both,Minor,Side collision,Yes,49,104.0,300,2.8846153846153846,3.0,14,3,0,0,1
ACC_2021_04862,2021-10-21 15:18:00,0015a,Maribor HC,Both,Minor,Multi-vehicle accident,No,59,133.0,166,1.2481203007518797,18.0,15,3,0,0,1
ACC_2021_04433,2021-10-22 07:19:00,0021,Ljubljana Ring,Direction B,Minor,Single vehicle accident,No,52,116.0,322,2.7758620689655173,19.0,7,4,0,1,1
ACC_2021_04293,2021-10-22 17:31:00,0021,Ljubljana Ring,Direction A,Minor,Single vehicle accident,Yes,34,88.0,114,1.2954545454545454,29.0,17,4,0,1,1
ACC_2021_03457,2021-10-23 20:04:00,0021,Ljubljana Ring,Direction A,Minor,Single vehicle accident,No,57,84.0,129,1.5357142857142858,4.0,20,5,1,0,1
ACC_2021_04034,2021-10-24 16:13:00,0015b,Maribor HC,Direction B,Minor,Rear-end collision,Yes,23,103.0,112,1.087378640776699,13.0,16,6,1,1,1
ACC_2021_02530,2021-10-25 08:43:00,0016a,Maliska HC,Direction A,Major,Multi-vehicle accident,No,112,97.0,41,0.422680412371134,17.0,8,0,0,1,1
ACC_2021_04463,2021-10-26 16:18:00,0016a,Maliska HC,Both,Minor,Side collision,No,56,98.0,331,3.377551020408163,18.0,16,1,0,1,1
ACC_2021_03892,2021-10-27 07:06:00,0021,Ljubljana Ring,Both,Minor,Side collision,No,24,102.0,603,5.911764705882353,6.0,7,2,0,1,1
ACC_2021_03734,2021-10-27 08:00:00,0021,Ljubljana Ring,Direction B,Minor,Rear-end collision,No,53,119.0,311,2.6134453781512605,0.0,8,2,0,1,1
ACC_2021_03247,2021-10-27 09:37:00,0021,Ljubljana Ring,Both,Minor,Multi-vehicle accident,No,41,86.0,251,2.9186046511627906,23.0,9,2,0,1,1
ACC_2021_02948,2021-10-30 16:42:00,0021,Ljubljana Ring,Direction A,Minor,Rear-end collision,No,20,115.0,114,0.991304347826087,18.0,16,5,1,1,1
ACC_2021_02769,2021-10-31 14:25:00,0021,Ljubljana Ring,Both,Minor,Single vehicle accident,No,37,112.0,296,2.642857142857143,25.0,14,6,1,0,1
ACC_2021_02905,2021-10-31 23:31:00,0021,Ljubljana Ring,Both,Minor,Rear-end collision,Yes,38,98.0,290,2.9591836734693877,29.0,23,6,1,0,1
ACC_2021_03578,2021-11-01 08:18:00,0021,Ljubljana Ring,Direction B,Minor,Side collision,No,44,116.0,307,2.646551724137931,18.0,8,0,0,1,1
ACC_2021_02951,2021-11-02 14:52:00,0015a,Maribor HC,Direction B,Minor,Single vehicle accident,No,51,80.0,223,2.7875,8.0,14,1,0,0,1
ACC_2021_04285,2021-11-02 16:17:00,0021,Ljubljana Ring,Direction B,Minor,Multi-vehicle accident,No,55,113.0,167,1.4778761061946903,17.0,16,1,0,1,1
ACC_2021_05102,2021-11-04 14:12:00,0021,Ljubljana Ring,Direction B,Minor,Single vehicle accident,Yes,40,126.0,197,1.5634920634920635,12.0,14,3,0,0,1
ACC_2021_02947,2021-11-05 18:02:00,0021,Ljubljana Ring,Direction A,Minor,Side collision,No,48,92.0,181,1.9673913043478262,2.0,18,4,0,1,1
ACC_2021_02890,2021-11-05 18:58:00,0015a,Maribor HC,Direction A,Minor,Single vehicle accident,Yes,24,91.0,56,0.6153846153846154,2.0,18,4,0,1,1
ACC_2021_04024,2021-11-06 08:29:00,0015a,Maribor HC,Direction A,Minor,Side collision,No,30,130.0,106,0.8153846153846154,29.0,8,5,1,1,1
ACC_2021_03354,2021-11-06 20:03:00,0021,Ljubljana Ring,Direction A,Minor,Side collision,No,59,93.0,60,0.6451612903225806,3.0,20,5,1,0,1
ACC_2021_04112,2021-11-07 07:05:00,0021,Ljubljana Ring,Both,Minor,Rear-end collision,No,39,119.0,314,2.638655462184874,5.0,7,6,1,1,1
ACC_2021_02536,2021-11-07 15:14:00,0015a,Maribor HC,Both,Major,Side collision,No,92,133.0,331,2.488721804511278,14.0,15,6,1,0,1
ACC_2021_03567,2021-11-08 07:50:00,0021,Ljubljana Ring,Direction B,Minor,Side collision,No,41,72.0,137,1.9027777777777777,10.0,7,0,0,1,1
ACC_2021_05207,2021-11-08 17:05:00,0015a,Maribor HC,Direction B,Minor,Side collision,No,21,112.0,284,2.5357142857142856,5.0,17,0,0,1,1
ACC_2021_04640,2021-11-08 17:48:00,0015a,Maribor HC,Both,Minor,Side collision,Yes,22,90.0,495,5.5,12.0,17,0,0,1,1
ACC_2021_03482,2021-11-09 08:54:00,0021,Ljubljana Ring,Both,Minor,Side collision,No,38,91.0,260,2.857142857142857,6.0,8,1,0,1,1
ACC_2021_03816,2021-11-09 16:15:00,0021,Ljubljana Ring,Direction B,Minor,Single vehicle accident,No,40,122.0,118,0.9672131147540983,15.0,16,1,0,1,1
ACC_2021_04835,2021-11-11 16:53:00,0021,Ljubljana Ring,Both,Minor,Side collision,Yes,60,139.0,598,4.302158273381295,7.0,16,3,0,1,1
ACC_2021_04664,2021-11-13 14:07:00,0015a,Maribor HC,Both,Minor,Side collision,No,55,125.0,249,1.992,7.0,14,5,1,0,1
ACC_2021_04462,2021-11-13 14:31:00,0021,Ljubljana Ring,Both,Minor,Rear-end collision,Yes,47,81.0,286,3.5308641975308643,29.0,14,5,1,0,1
ACC_2021_03300,2021-11-17 14:37:00,0015a,Maribor HC,Direction A,Minor,Multi-vehicle accident,No,21,86.0,91,1.058139534883721,23.0,14,2,0,0,1
ACC_2021_04765,2021-11-19 07:44:00,0021,Ljubljana Ring,Direction A,Minor,Rear-end collision,Yes,22,108.0,184,1.7037037037037037,16.0,7,4,0,1,1
ACC_2021_03611,2021-11-21 07:03:00,0021,Ljubljana Ring,Direction B,Minor,Rear-end collision,No,42,76.0,369,4.855263157894737,3.0,7,6,1,1,1
ACC_2021_05063,2021-11-21 08:00:00,0021,Ljubljana Ring,Direction B,Minor,Rear-end collision,No,51,116.0,300,2.586206896551724,0.0,8,6,1,1,1
ACC_2021_05258,2021-11-21 15:03:00,0021,Ljubljana Ring,Both,Minor,Side collision,No,22,126.0,277,2.1984126984126986,3.0,15,6,1,0,1
ACC_2021_02569,2021-11-22 15:08:00,0015a,Maribor HC,Both,Major,Single vehicle accident,No,99,117.0,267,2.282051282051282,8.0,15,0,0,0,1
ACC_2021_04830,2021-11-22 18:12:00,0021,Ljubljana Ring,Direction B,Minor,Rear-end collision,No,38,93.0,154,1.6559139784946237,12.0,18,0,0,1,1
ACC_2021_02977,2021-11-23 07:10:00,0015a,Maribor HC,Direction A,Minor,Side collision,No,52,82.0,109,1.329268292682927,10.0,7,1,0,1,1
ACC_2021_04870,2021-11-23 08:20:00,0015a,Maribor HC,Both,Minor,Single vehicle accident,No,51,84.0,473,5.630952380952381,20.0,8,1,0,1,1
ACC_2021_04529,2021-11-23 08:45:00,0021,Ljubljana Ring,Both,Minor,Rear-end collision,No,55,114.0,259,2.2719298245614037,15.0,8,1,0,1,1
ACC_2021_02689,2021-11-23 15:51:00,0021,Ljubljana Ring,Direction A,Minor,Side collision,No,48,130.0,141,1.0846153846153845,9.0,15,1,0,0,1
ACC_2021_05176,2021-11-23 16:06:00,0015a,Maribor HC,Both,Minor,Rear-end collision,No,30,113.0,162,1.4336283185840708,6.0,16,1,0,1,1
ACC_2021_03653,2021-11-24 15:07:00,0015a,Maribor HC,Direction B,Minor,Rear-end collision,No,58,108.0,187,1.7314814814814814,7.0,15,2,0,0,1
