incident_id,date,time,road_code,road_name,km_marker,direction,incident_type,severity,vehicles_involved,clearance_minutes,weather_related,note
ACC_2021_03682,2021-01-08,17:08,0071,Ljubljana-Kranj,37.9,Direction A,Rear-end collision,Minor,2,48,No,Based on Slovenian Police statistics
ACC_2021_05008,2021-01-08,17:14,0011,Bertoki HC,5.2,Direction A,Side collision,Minor,2,34,No,Based on Slovenian Police statistics
ACC_2021_03696,2021-01-08,21:36,0071,Ljubljana-Kranj,49.7,Direction B,Side collision,Minor,2,39,No,Based on Slovenian Police statistics
ACC_2021_04276,2021-01-09,01:45,0021,Ljubljana Ring,20.0,Both,Side collision,Minor,2,25,No,Based on Slovenian Police statistics
ACC_2021_04332,2021-01-09,09:24,0071,Ljubljana-Kranj,48.4,Direction B,Single vehicle accident,Minor,1,50,No,Based on Slovenian Police statistics
ACC_2021_02785,2021-01-09,09:57,0011,Bertoki HC,4.6,Direction B,Rear-end collision,Minor,2,20,No,Based on Slovenian Police statistics
ACC_2021_03522,2021-01-09,11:52,0051,Ljubljana-Celje,16.3,Direction A,Single vehicle accident,Minor,1,49,No,Based on Slovenian Police statistics
ACC_2021_03283,2021-01-09,13:07,0011,Bertoki HC,33.5,Both,Rear-end collision,Minor,2,28,No,Based on Slovenian Police statistics
ACC_2021_04911,2021-01-09,14:54,0161,Koper Port,32.9,Both,Rear-end collision,Minor,2,33,No,Based on Slovenian Police statistics
ACC_2021_04966,2021-01-09,14:55,0031,Koper-Ljubljana,4.6,Both,Single vehicle accident,Minor,1,40,No,Based on Slovenian Police statistics
ACC_2021_03504,2021-01-09,17:24,0071,Ljubljana-Kranj,24.0,Both,Side collision,Minor,2,38,Yes,Based on Slovenian Police statistics
ACC_2021_02726,2021-01-09,18:39,0031,Koper-Ljubljana,40.7,Direction B,Single vehicle accident,Minor,1,29,No,Based on Slovenian Police statistics
ACC_2021_04692,2021-01-10,09:55,0051,Ljubljana-Celje,21.1,Direction B,Single vehicle accident,Minor,1,47,Yes,Based on Slovenian Police statistics
ACC_2021_03249,2021-01-10,14:21,0161,Koper Port,45.7,Direction B,Rear-end collision,Minor,2,49,No,Based on Slovenian Police statistics
ACC_2021_04689,2021-01-10,15:50,0021,Ljubljana Ring,48.8,Direction A,Side collision,Minor,2,47,No,Based on Slovenian Police statistics
ACC_2021_04941,2021-01-10,16:22,0051,Ljubljana-Celje,33.2,Both,Rear-end collision,Minor,2,28,No,Based on Slovenian Police statistics
ACC_2021_03126,2021-01-10,17:17,0041,Celje-Maribor,14.0,Both,Side collision,Minor,2,55,No,Based on Slovenian Police statistics
ACC_2021_03923,2021-01-10,18:58,0171,Bled-Austria Border,17.2,Direction A,Single vehicle accident,Minor,1,49,No,Based on Slovenian Police statistics
ACC_2021_04857,2021-01-11,07:40,0071,Ljubljana-Kranj,22.9,Direction B,Multi-vehicle accident,Minor,3,28,No,Based on Slovenian Police statistics
ACC_2021_04357,2021-01-11,07:48,0031,Koper-Ljubljana,29.2,Direction B,Rear-end collision,Minor,2,52,No,Based on Slovenian Police statistics
ACC_2021_04376,2021-01-11,08:45,0021,Ljubljana Ring,1.6,Direction A,Side collision,Minor,2,40,No,Based on Slovenian Police statistics
ACC_2021_03835,2021-01-11,09:30,0051,Ljubljana-Celje,21.5,Both,Single vehicle accident,Minor,1,31,No,Based on Slovenian Police statistics
ACC_2021_04066,2021-01-11,15:32,0071,Ljubljana-Kranj,6.7,Direction B,Side collision,Minor,2,41,No,Based on Slovenian Police statistics
ACC_2021_03949,2021-01-11,15:42,0071,Ljubljana-Kranj,6.5,Direction B,Side collision,Minor,2,33,No,Based on Slovenian Police statistics
ACC_2021_05214,2021-01-11,17:40,0171,Bled-Austria Border,28.5,Direction A,Rear-end collision,Minor,2,42,No,Based on Slovenian Police statistics
ACC_2021_03636,2021-01-12,06:54,0021,Ljubljana Ring,44.3,Both,Side collision,Minor,2,46,No,Based on Slovenian Police statistics
ACC_2021_04547,2021-01-12,07:59,0071,Ljubljana-Kranj,12.1,Both,Side collision,Minor,2,39,No,Based on Slovenian Police statistics
ACC_2021_02950,2021-01-12,08:19,0081,Celje-Velenje,45.4,Direction A,Single vehicle accident,Minor,1,34,No,Based on Slovenian Police statistics
ACC_2021_04385,2021-01-12,08:27,0161,Koper Port,37.5,Direction B,Rear-end collision,Minor,2,36,No,Based on Slovenian Police statistics
ACC_2021_02854,2021-01-12,09:20,0061,Maribor-Ptuj,20.9,Both,Single vehicle accident,Minor,1,46,No,Based on Slovenian Police statistics
ACC_2021_03969,2021-01-12,09:35,0021,Ljubljana Ring,47.6,Direction B,Side collision,Minor,2,50,Yes,Based on Slovenian Police statistics
ACC_2021_03511,2021-01-12,09:50,0051,Ljubljana-Celje,14.5,Direction B,Single vehicle accident,Minor,1,29,No,Based on Slovenian Police statistics
ACC_2021_03374,2021-01-12,14:20,0041,Celje-Maribor,31.1,Direction A,Rear-end collision,Minor,2,24,No,Based on Slovenian Police statistics
ACC_2021_02766,2021-01-12,14:30,0121,Kranj-Bled,38.8,Direction A,Single vehicle accident,Minor,1,23,No,Based on Slovenian Police statistics
ACC_2021_03760,2021-01-12,15:16,0015a,Maribor HC,18.6,Both,Single vehicle accident,Minor,1,40,No,Based on Slovenian Police statistics
ACC_2021_05117,2021-01-12,17:06,0051,Ljubljana-Celje,10.9,Direction B,Single vehicle accident,Minor,1,42,No,Based on Slovenian Police statistics
ACC_2021_03850,2021-01-13,07:19,0071,Ljubljana-Kranj,27.2,Direction B,Single vehicle accident,Minor,1,24,No,Based on Slovenian Police statistics
ACC_2021_02861,2021-01-13,09:05,0011,Bertoki HC,38.7,Direction A,Single vehicle accident,Minor,1,55,No,Based on Slovenian Police statistics
ACC_2021_04399,2021-01-13,14:32,0071,Ljubljana-Kranj,19.9,Direction B,Side collision,Minor,2,26,No,Based on Slovenian Police statistics
ACC_2021_03350,2021-01-13,14:59,0031,Koper-Ljubljana,41.0,Direction A,Side collision,Minor,2,36,No,Based on Slovenian Police statistics
ACC_2021_03287,2021-01-13,16:02,0051,Ljubljana-Celje,45.8,Direction A,Rear-end collision,Minor,2,57,Yes,Based on Slovenian Police statistics
ACC_2021_04025,2021-01-13,17:31,0091,Novo Mesto-Ljubljana,17.0,Direction B,Side collision,Minor,2,53,No,Based on Slovenian Police statistics
ACC_2021_03197,2021-01-13,18:23,0121,Kranj-Bled,38.6,Direction A,Rear-end collision,Minor,2,52,Yes,Based on Slovenian Police statistics
ACC_2021_02840,2021-01-14,05:35,0051,Ljubljana-Celje,20.3,Direction A,Single vehicle accident,Minor,1,40,No,Based on Slovenian Police statistics
ACC_2021_04526,2021-01-14,07:59,0051,Ljubljana-Celje,17.8,Direction B,Rear-end collision,Minor,2,34,No,Based on Slovenian Police statistics
ACC_2021_04144,2021-01-14,08:25,0015a,Maribor HC,39.7,Direction B,Side collision,Minor,2,27,Yes,Based on Slovenian Police statistics
ACC_2021_03945,2021-01-14,08:32,0071,Ljubljana-Kranj,47.6,Both,Side collision,Minor,2,35,No,Based on Slovenian Police statistics
ACC_2021_05197,2021-01-14,08:55,0091,Novo Mesto-Ljubljana,12.4,Both,Rear-end collision,Minor,2,55,No,Based on Slovenian Police statistics
ACC_2021_03455,2021-01-14,14:55,0121,Kranj-Bled,19.4,Direction B,Rear-end collision,Minor,2,53,No,Based on Slovenian Police statistics
ACC_2021_03778,2021-01-14,16:13,0021,Ljubljana Ring,6.4,Direction B,Single vehicle accident,Minor,1,40,Yes,Based on Slovenian Police statistics
ACC_2021_03655,2021-01-14,16:50,0071,Ljubljana-Kranj,49.6,Direction A,Rear-end collision,Minor,2,32,No,Based on Slovenian Police statistics
ACC_2021_04958,2021-01-14,17:32,0041,Celje-Maribor,25.3,Both,Single vehicle accident,Minor,1,41,No,Based on Slovenian Police statistics
ACC_2021_04749,2021-01-15,07:00,0051,Ljubljana-Celje,49.9,Both,Single vehicle accident,Minor,1,26,No,Based on Slovenian Police statistics
ACC_2021_03732,2021-01-15,08:05,0111,Ljubljana-Novo Mesto,48.4,Both,Single vehicle accident,Minor,1,26,No,Based on Slovenian Police statistics
ACC_2021_03110,2021-01-15,09:16,0041,Celje-Maribor,13.2,Direction B,Single vehicle accident,Minor,1,42,No,Based on Slovenian Police statistics
ACC_2021_02880,2021-01-15,14:23,0031,Koper-Ljubljana,29.4,Direction A,Single vehicle accident,Minor,1,42,No,Based on Slovenian Police statistics
ACC_2021_03520,2021-01-15,14:46,0031,Koper-Ljubljana,7.2,Direction B,Multi-vehicle accident,Minor,3,51,Yes,Based on Slovenian Police statistics
ACC_2021_03752,2021-01-15,18:13,0061,Maribor-Ptuj,36.1,Direction A,Single vehicle accident,Minor,1,37,Yes,Based on Slovenian Police statistics
ACC_2021_03777,2021-01-16,08:51,0015a,Maribor HC,46.2,Direction A,Side collision,Minor,2,23,No,Based on Slovenian Police statistics
ACC_2021_04957,2021-01-16,08:56,0051,Ljubljana-Celje,35.2,Direction A,Rear-end collision,Minor,2,49,Yes,Based on Slovenian Police statistics
ACC_2021_03596,2021-01-16,09:48,0041,Celje-Maribor,3.0,Both,Single vehicle accident,Minor,1,50,No,Based on Slovenian Police statistics
ACC_2021_04346,2021-01-16,13:28,0051,Ljubljana-Celje,32.9,Direction A,Single vehicle accident,Minor,1,54,No,Based on Slovenian Police statistics
ACC_2021_04023,2021-01-16,14:00,0091,Novo Mesto-Ljubljana,43.2,Direction B,Rear-end collision,Minor,2,55,No,Based on Slovenian Police statistics
ACC_2021_04371,2021-01-16,15:39,0031,Koper-Ljubljana,48.9,Direction B,Side collision,Minor,2,51,No,Based on Slovenian Police statistics
ACC_2021_03656,2021-01-16,15:51,0031,Koper-Ljubljana,27.9,Direction B,Rear-end collision,Minor,2,49,Yes,Based on Slovenian Police statistics
ACC_2021_02722,2021-01-16,17:45,0171,Bled-Austria Border,18.9,Direction B,Rear-end collision,Minor,2,27,No,Based on Slovenian Police statistics
ACC_2021_05058,2021-01-16,18:16,0031,Koper-Ljubljana,46.9,Both,Single vehicle accident,Minor,1,30,No,Based on Slovenian Police statistics
ACC_2021_03851,2021-01-17,03:03,0051,Ljubljana-Celje,12.4,Both,Side collision,Minor,2,32,No,Based on Slovenian Police statistics
ACC_2021_02830,2021-01-17,03:53,0071,Ljubljana-Kranj,26.6,Direction B,Single vehicle accident,Minor,1,30,No,Based on Slovenian Police statistics
ACC_2021_03887,2021-01-17,04:57,0061,Maribor-Ptuj,25.8,Direction B,Multi-vehicle accident,Minor,3,30,Yes,Based on Slovenian Police statistics
ACC_2021_04517,2021-01-17,08:36,0021,Ljubljana Ring,20.4,Direction B,Single vehicle accident,Minor,1,39,No,Based on Slovenian Police statistics
ACC_2021_02957,2021-01-17,13:08,0091,Novo Mesto-Ljubljana,10.0,Direction B,Side collision,Minor,2,54,No,Based on Slovenian Police statistics
ACC_2021_03259,2021-01-17,14:03,0051,Ljubljana-Celje,48.7,Both,Side collision,Minor,2,25,No,Based on Slovenian Police statistics
ACC_2021_03988,2021-01-17,14:08,0051,Ljubljana-Celje,41.3,Direction A,Single vehicle accident,Minor,1,55,No,Based on Slovenian Police statistics
ACC_2021_02946,2021-01-17,15:25,0071,Ljubljana-Kranj,8.6,Direction B,Rear-end collision,Minor,2,20,Yes,Based on Slovenian Police statistics
ACC_2021_03648,2021-01-17,16:28,0051,Ljubljana-Celje,16.5,Direction A,Single vehicle accident,Minor,1,53,No,Based on Slovenian Police statistics
ACC_2021_04220,2021-01-17,17:31,0031,Koper-Ljubljana,22.7,Direction B,Side collision,Minor,2,46,No,Based on Slovenian Police statistics
ACC_2021_04425,2021-01-18,08:44,0031,Koper-Ljubljana,47.9,Direction B,Rear-end collision,Minor,2,23,No,Based on Slovenian Police statistics
ACC_2021_05286,2021-01-18,09:44,0091,Novo Mesto-Ljubljana,13.9,Direction B,Multi-vehicle accident,Minor,3,32,No,Based on Slovenian Police statistics
ACC_2021_04925,2021-01-18,14:05,0071,Ljubljana-Kranj,17.4,Direction B,Rear-end collision,Minor,2,53,No,Based on Slovenian Police statistics
ACC_2021_04682,2021-01-18,18:35,0031,Koper-Ljubljana,34.8,Direction B,Rear-end collision,Minor,2,58,Yes,Based on Slovenian Police statistics
ACC_2021_04313,2021-01-19,07:42,0071,Ljubljana-Kranj,36.8,Both,Rear-end collision,Minor,2,54,Yes,Based on Slovenian Police statistics
ACC_2021_03338,2021-01-19,08:07,0171,Bled-Austria Border,35.2,Both,Multi-vehicle accident,Minor,3,24,No,Based on Slovenian Police statistics
ACC_2021_03166,2021-01-19,14:36,0021,Ljubljana Ring,21.6,Both,Side collision,Minor,2,37,No,Based on Slovenian Police statistics
ACC_2021_03305,2021-01-19,14:36,0031,Koper-Ljubljana,25.5,Both,Rear-end collision,Minor,2,45,No,Based on Slovenian Police statistics
ACC_2021_03509,2021-01-19,16:13,0011,Bertoki HC,3.0,Direction A,Side collision,Minor,2,42,No,Based on Slovenian Police statistics
ACC_2021_04438,2021-01-19,16:17,0171,Bled-Austria Border,26.5,Both,Side collision,Minor,2,37,No,Based on Slovenian Police statistics
ACC_2021_04536,2021-01-19,16:23,0021,Ljubljana Ring,46.1,Both,Side collision,Minor,2,22,No,Based on Slovenian Police statistics
ACC_2021_03965,2021-01-19,17:29,0071,Ljubljana-Kranj,35.8,Both,Rear-end collision,Minor,2,52,No,Based on Slovenian Police statistics
ACC_2021_03333,2021-01-19,17:41,0071,Ljubljana-Kranj,11.3,Direction B,Rear-end collision,Minor,2,46,No,Based on Slovenian Police statistics
ACC_2021_04339,2021-01-19,17:47,0051,Ljubljana-Celje,44.6,Direction B,Single vehicle accident,Minor,1,23,No,Based on Slovenian Police statistics
ACC_2021_04910,2021-01-19,18:04,0021,Ljubljana Ring,49.4,Both,Side collision,Minor,2,36,No,Based on Slovenian Police statistics
ACC_2021_03879,2021-01-20,08:15,0021,Ljubljana Ring,32.1,Direction B,Rear-end collision,Minor,2,50,No,Based on Slovenian Police statistics
ACC_2021_04482,2021-01-20,08:40,0021,Ljubljana Ring,49.9,Direction A,Side collision,Minor,2,41,No,Based on Slovenian Police statistics
ACC_2021_03895,2021-01-20,09:29,0091,Novo Mesto-Ljubljana,42.1,Direction B,Side collision,Minor,2,23,No,Based on Slovenian Police statistics
ACC_2021_03441,2021-01-20,14:16,0051,Ljubljana-Celje,45.6,Direction A,Side collision,Minor,2,22,No,Based on Slovenian Police statistics
ACC_2021_04790,2021-01-20,14:30,0051,Ljubljana-Celje,48.9,Both,Side collision,Minor,2,20,No,Based on Slovenian Police statistics
ACC_2021_03334,2021-01-20,15:01,0031,Koper-Ljubljana,20.0,Both,Single vehicle accident,Minor,1,48,No,Based on Slovenian Police statistics
ACC_2021_05122,2021-01-20,15:40,0081,Celje-Velenje,31.1,Both,Rear-end collision,Minor,2,60,No,Based on Slovenian Police statistics
ACC_2021_03134,2021-01-20,16:36,0021,Ljubljana Ring,6.3,Direction A,Side collision,Minor,2,60,No,Based on Slovenian Police statistics
ACC_2021_02780,2021-01-20,17:54,0031,Koper-Ljubljana,48.2,Both,Rear-end collision,Minor,2,27,No,Based on Slovenian Police statistics
ACC_2021_04552,2021-01-21,08:22,0071,Ljubljana-Kranj,48.6,Both,Single vehicle accident,Minor,1,55,Yes,Based on Slovenian Police statistics
ACC_2021_05144,2021-01-21,09:51,0171,Bled-Austria Border,40.5,Both,Side collision,Minor,2,52,No,Based on Slovenian Police statistics
ACC_2021_05016,2021-01-21,17:48,0031,Koper-Ljubljana,34.3,Direction A,Side collision,Minor,2,26,No,Based on Slovenian Police statistics
ACC_2021_03092,2021-01-22,06:34,0121,Kranj-Bled,13.0,Direction A,Single vehicle accident,Minor,1,36,No,Based on Slovenian Police statistics
ACC_2021_03809,2021-01-22,07:42,0071,Ljubljana-Kranj,8.5,Both,Side collision,Minor,2,35,No,Based on Slovenian Police statistics
ACC_2021_04969,2021-01-22,08:29,0121,Kranj-Bled,19.8,Direction A,Rear-end collision,Minor,2,31,No,Based on Slovenian Police statistics
ACC_2021_02674,2021-01-22,16:48,0031,Koper-Ljubljana,16.1,Both,Rear-end collision,Minor,2,51,No,Based on Slovenian Police statistics
ACC_2021_03002,2021-01-23,01:24,0171,Bled-Austria Border,22.6,Both,Rear-end collision,Minor,2,29,No,Based on Slovenian Police statistics
ACC_2021_02677,2021-01-23,02:22,0051,Ljubljana-Celje,16.6,Direction A,Multi-vehicle accident,Minor,3,58,No,Based on Slovenian Police statistics
ACC_2021_04815,2021-01-23,07:05,0171,Bled-Austria Border,25.0,Direction B,Side collision,Minor,2,57,No,Based on Slovenian Police statistics
ACC_2021_04045,2021-01-23,07:31,0051,Ljubljana-Celje,39.4,Direction B,Single vehicle accident,Minor,1,44,Yes,Based on Slovenian Police statistics
ACC_2021_03950,2021-01-23,08:55,0031,Koper-Ljubljana,0.1,Direction B,Single vehicle accident,Minor,1,21,No,Based on Slovenian Police statistics
ACC_2021_03841,2021-01-23,14:25,0021,Ljubljana Ring,25.5,Direction B,Single vehicle accident,Minor,1,46,No,Based on Slovenian Police statistics
ACC_2021_03244,2021-01-23,18:27,0091,Novo Mesto-Ljubljana,6.5,Both,Rear-end collision,Minor,2,50,No,Based on Slovenian Police statistics
ACC_2021_02749,2021-01-24,03:48,0015a,Maribor HC,28.8,Direction A,Single vehicle accident,Minor,1,54,No,Based on Slovenian Police statistics
ACC_2021_03701,2021-01-24,08:21,0041,Celje-Maribor,48.1,Both,Rear-end collision,Minor,2,55,No,Based on Slovenian Police statistics
ACC_2021_04072,2021-01-24,08:49,0091,Novo Mesto-Ljubljana,15.3,Both,Side collision,Minor,2,47,Yes,Based on Slovenian Police statistics
ACC_2021_03071,2021-01-24,15:47,0091,Novo Mesto-Ljubljana,36.3,Direction B,Single vehicle accident,Minor,1,46,No,Based on Slovenian Police statistics
ACC_2021_03832,2021-01-25,04:13,0015a,Maribor HC,46.0,Direction A,Single vehicle accident,Minor,1,26,Yes,Based on Slovenian Police statistics
ACC_2021_04793,2021-01-25,07:57,0071,Ljubljana-Kranj,16.4,Direction B,Side collision,Minor,2,59,No,Based on Slovenian Police statistics
ACC_2021_04820,2021-01-25,09:23,0031,Koper-Ljubljana,46.4,Both,Single vehicle accident,Minor,1,37,No,Based on Slovenian Police statistics
ACC_2021_03326,2021-01-25,12:29,0171,Bled-Austria Border,3.5,Direction A,Single vehicle accident,Minor,1,52,No,Based on Slovenian Police statistics
ACC_2021_02978,2021-01-25,14:17,0071,Ljubljana-Kranj,3.4,Both,Side collision,Minor,2,49,No,Based on Slovenian Police statistics
ACC_2021_03808,2021-01-25,14:43,0051,Ljubljana-Celje,25.0,Direction A,Side collision,Minor,2,35,No,Based on Slovenian Police statistics
ACC_2021_02599,2021-01-25,17:15,0031,Koper-Ljubljana,20.2,Both,Single vehicle accident,Major,1,67,Yes,Based on Slovenian Police statistics
ACC_2021_05121,2021-01-25,17:31,0031,Koper-Ljubljana,1.3,Both,Single vehicle accident,Minor,1,41,No,Based on Slovenian Police statistics
ACC_2021_03900,2021-01-26,01:26,0011,Bertoki HC,42.7,Both,Single vehicle accident,Minor,1,35,No,Based on Slovenian Police statistics
ACC_2021_03257,2021-01-26,07:38,0091,Novo Mesto-Ljubljana,20.8,Direction B,Single vehicle accident,Minor,1,42,No,Based on Slovenian Police statistics
ACC_2021_02658,2021-01-26,08:46,0011,Bertoki HC,18.5,Both,Single vehicle accident,Major,1,106,No,Based on Slovenian Police statistics
ACC_2021_03133,2021-01-26,14:22,0081,Celje-Velenje,39.2,Direction B,Rear-end collision,Minor,2,31,Yes,Based on Slovenian Police statistics
ACC_2021_03803,2021-01-27,08:30,0015a,Maribor HC,16.1,Both,Single vehicle accident,Minor,1,41,No,Based on Slovenian Police statistics
ACC_2021_03268,2021-01-27,09:11,0021,Ljubljana Ring,7.2,Both,Side collision,Minor,2,27,No,Based on Slovenian Police statistics
ACC_2021_04678,2021-01-27,09:58,0111,Ljubljana-Novo Mesto,19.6,Direction A,Rear-end collision,Minor,2,28,Yes,Based on Slovenian Police statistics
ACC_2021_03479,2021-01-27,14:46,0021,Ljubljana Ring,44.2,Direction A,Rear-end collision,Minor,2,37,No,Based on Slovenian Police statistics
ACC_2021_03464,2021-01-27,15:35,0041,Celje-Maribor,2.4,Direction B,Rear-end collision,Minor,2,21,No,Based on Slovenian Police statistics
ACC_2021_02539,2021-01-27,15:56,0171,Bled-Austria Border,25.6,Both,Rear-end collision,Major,2,118,No,Based on Slovenian Police statistics
ACC_2021_02578,2021-01-27,18:12,0041,Celje-Maribor,11.3,Direction A,Side collision,Major,2,64,No,Based on Slovenian Police statistics
ACC_2021_03213,2021-01-27,18:25,0071,Ljubljana-Kranj,17.1,Direction B,Side collision,Minor,2,48,No,Based on Slovenian Police statistics
ACC_2021_03174,2021-01-27,21:46,0071,Ljubljana-Kranj,42.2,Direction B,Single vehicle accident,Minor,1,43,No,Based on Slovenian Police statistics
ACC_2021_03712,2021-01-28,04:07,0091,Novo Mesto-Ljubljana,22.8,Direction A,Side collision,Minor,2,57,No,Based on Slovenian Police statistics
ACC_2021_03463,2021-01-28,08:05,0041,Celje-Maribor,33.8,Direction A,Single vehicle accident,Minor,1,56,No,Based on Slovenian Police statistics
ACC_2021_02537,2021-01-28,08:29,0171,Bled-Austria Border,31.7,Direction B,Rear-end collision,Major,2,67,No,Based on Slovenian Police statistics
ACC_2021_03277,2021-01-28,08:40,0011,Bertoki HC,44.8,Direction A,Multi-vehicle accident,Minor,3,23,No,Based on Slovenian Police statistics
ACC_2021_04352,2021-01-28,09:23,0041,Celje-Maribor,19.9,Both,Single vehicle accident,Minor,1,30,No,Based on Slovenian Police statistics
ACC_2021_04402,2021-01-28,12:51,0021,Ljubljana Ring,10.2,Both,Rear-end collision,Minor,2,52,No,Based on Slovenian Police statistics
ACC_2021_03853,2021-01-28,15:07,0041,Celje-Maribor,32.0,Direction A,Side collision,Minor,2,36,No,Based on Slovenian Police statistics
ACC_2021_02972,2021-01-28,15:14,0071,Ljubljana-Kranj,28.4,Direction B,Rear-end collision,Minor,2,29,No,Based on Slovenian Police statistics
ACC_2021_04615,2021-01-28,16:47,0031,Koper-Ljubljana,18.3,Direction A,Rear-end collision,Minor,2,30,No,Based on Slovenian Police statistics
ACC_2021_04229,2021-01-28,16:52,0051,Ljubljana-Celje,11.4,Direction A,Rear-end collision,Minor,2,30,No,Based on Slovenian Police statistics
ACC_2021_03757,2021-01-28,18:18,0031,Koper-Ljubljana,9.0,Direction A,Rear-end collision,Minor,2,24,Yes,Based on Slovenian Police statistics
ACC_2021_03963,2021-01-28,20:04,0071,Ljubljana-Kranj,2.8,Direction A,Side collision,Minor,2,32,No,Based on Slovenian Police statistics
ACC_2021_05155,2021-01-28,23:58,0091,Novo Mesto-Ljubljana,26.8,Direction A,Single vehicle accident,Minor,1,60,No,Based on Slovenian Police statistics
ACC_2021_03780,2021-01-29,08:50,0161,Koper Port,14.9,Direction B,Rear-end collision,Minor,2,56,No,Based on Slovenian Police statistics
ACC_2021_03343,2021-01-29,09:24,0041,Celje-Maribor,5.6,Both,Side collision,Minor,2,42,No,Based on Slovenian Police statistics
ACC_2021_04479,2021-01-29,09:33,0041,Celje-Maribor,13.4,Direction B,Side collision,Minor,2,58,No,Based on Slovenian Police statistics
ACC_2021_04519,2021-01-29,13:21,0031,Koper-Ljubljana,43.8,Direction A,Single vehicle accident,Minor,1,43,No,Based on Slovenian Police statistics
ACC_2021_04713,2021-01-29,16:47,0031,Koper-Ljubljana,12.8,Direction B,Single vehicle accident,Minor,1,25,No,Based on Slovenian Police statistics
ACC_2021_03469,2021-01-29,17:18,0015a,Maribor HC,47.1,Direction A,Single vehicle accident,Minor,1,33,No,Based on Slovenian Police statistics
ACC_2021_03848,2021-01-29,18:18,0021,Ljubljana Ring,1.6,Direction A,Single vehicle accident,Minor,1,26,No,Based on Slovenian Police statistics
ACC_2021_05040,2021-01-30,04:50,0081,Celje-Velenje,4.8,Both,Single vehicle accident,Minor,1,48,No,Based on Slovenian Police statistics
ACC_2021_03645,2021-01-30,07:32,0171,Bled-Austria Border,19.7,Direction B,Side collision,Minor,2,57,No,Based on Slovenian Police statistics
ACC_2021_04110,2021-01-30,18:02,0021,Ljubljana Ring,29.5,Direction A,Rear-end collision,Minor,2,34,No,Based on Slovenian Police statistics
ACC_2021_04329,2021-01-31,09:54,0071,Ljubljana-Kranj,10.5,Both,Side collision,Minor,2,54,No,Based on Slovenian Police statistics
ACC_2021_04100,2021-01-31,14:40,0071,Ljubljana-Kranj,32.3,Direction B,Multi-vehicle accident,Minor,3,41,No,Based on Slovenian Police statistics
ACC_2021_02981,2021-01-31,15:10,0051,Ljubljana-Celje,27.3,Both,Single vehicle accident,Minor,1,26,No,Based on Slovenian Police statistics
ACC_2021_04305,2021-01-31,16:28,0015a,Maribor HC,31.2,Both,Side collision,Minor,2,48,No,Based on Slovenian Police statistics
ACC_2021_04733,2021-01-31,19:24,0091,Novo Mesto-Ljubljana,7.7,Direction B,Multi-vehicle accident,Minor,3,47,No,Based on Slovenian Police statistics
ACC_2021_04181,2021-02-01,08:16,0051,Ljubljana-Celje,24.0,Direction B,Rear-end collision,Minor,2,24,No,Based on Slovenian Police statistics
ACC_2021_03447,2021-02-01,09:10,0015a,Maribor HC,49.0,Direction A,Rear-end collision,Minor,2,53,No,Based on Slovenian Police statistics
ACC_2021_03791,2021-02-01,09:42,0031,Koper-Ljubljana,22.4,Direction B,Single vehicle accident,Minor,1,48,No,Based on Slovenian Police statistics
ACC_2021_04483,2021-02-01,14:24,0021,Ljubljana Ring,17.9,Direction A,Single vehicle accident,Minor,1,27,No,Based on Slovenian Police statistics
ACC_2021_04631,2021-02-01,15:08,0071,Ljubljana-Kranj,2.7,Direction B,Side collision,Minor,2,25,No,Based on Slovenian Police statistics
ACC_2021_05110,2021-02-01,15:47,0111,Ljubljana-Novo Mesto,13.0,Direction B,Multi-vehicle accident,Minor,3,49,No,Based on Slovenian Police statistics
ACC_2021_04781,2021-02-01,16:59,0071,Ljubljana-Kranj,6.2,Direction B,Rear-end collision,Minor,2,42,No,Based on Slovenian Police statistics
ACC_2021_04779,2021-02-01,17:06,0031,Koper-Ljubljana,24.5,Direction B,Rear-end collision,Minor,2,55,No,Based on Slovenian Police statistics
ACC_2021_03528,2021-02-01,21:49,0171,Bled-Austria Border,32.5,Direction B,Rear-end collision,Minor,2,52,No,Based on Slovenian Police statistics
ACC_2021_03173,2021-02-02,08:33,0071,Ljubljana-Kranj,0.6,Both,Multi-vehicle accident,Minor,3,32,No,Based on Slovenian Police statistics
ACC_2021_05260,2021-02-02,09:35,0161,Koper Port,14.9,Direction B,Single vehicle accident,Minor,1,33,No,Based on Slovenian Police statistics
ACC_2021_03393,2021-02-02,12:06,0161,Koper Port,34.3,Direction A,Rear-end collision,Minor,2,36,No,Based on Slovenian Police statistics
ACC_2021_03024,2021-02-02,14:13,0051,Ljubljana-Celje,22.6,Direction B,Multi-vehicle accident,Minor,3,50,No,Based on Slovenian Police statistics
ACC_2021_04881,2021-02-02,17:47,0031,Koper-Ljubljana,2.5,Both,Single vehicle accident,Minor,1,49,No,Based on Slovenian Police statistics
ACC_2021_02873,2021-02-02,17:57,0161,Koper Port,26.1,Direction A,Side collision,Minor,2,24,No,Based on Slovenian Police statistics
ACC_2021_03554,2021-02-03,07:35,0021,Ljubljana Ring,42.2,Direction A,Side collision,Minor,2,35,No,Based on Slovenian Police statistics
ACC_2021_05062,2021-02-03,12:23,0081,Celje-Velenje,18.9,Both,Side collision,Minor,2,43,No,Based on Slovenian Police statistics
ACC_2021_04912,2021-02-03,12:28,0021,Ljubljana Ring,26.8,Direction A,Side collision,Minor,2,53,No,Based on Slovenian Police statistics
